pid,gt_class_pct,gt_days_above10,gt_last30_ratio,gt_peak_ratio,gt_ratio,gt_topic,gt_trend,gt_zero_share,misc_birth_month,misc_birth_q,misc_born_usa,misc_prep,prog_prev_hit_rate,prog_prev_mean_war5,prog_prev_n,rsci_avg,rsci_best,rsci_chg,rsci_dev,rsci_frac_ranked,rsci_hs_height_in,rsci_hs_pos,rsci_hs_to_pro,rsci_n_ranked,rsci_n_services,rsci_prep_5th,rsci_range,rsci_rank,rsci_std,rsci_top100,rsci_total_norm,rsci_worst,rsci_years_to_draft,traj_d_ast36,traj_d_blk36,traj_d_fg,traj_d_fg3,traj_d_ft,traj_d_mpg,traj_d_pts36,traj_d_reb36,traj_d_stl36,traj_last_gp,traj_last_is_peak,traj_last_mpg,traj_last_pts36,traj_mpg_growth,traj_n_seasons,traj_path,traj_slope_mpg,traj_slope_pts36,traj_years_span,ts_coach_prev_hit_rate,ts_coach_prev_mean_war5,ts_coach_prev_n,ts_conf_champ,ts_in_ncaa,ts_ncaa_round,ts_win_pct,tv_adjoe,tv_adrtg,tv_age_exact,tv_ast_pct,tv_ast_tov,tv_birth_month,tv_bpm,tv_bpm_is_peak,tv_conf_tier,tv_d_adjoe,tv_d_adrtg,tv_d_ast_pct,tv_d_bpm,tv_d_efg,tv_d_ftr,tv_d_min_per,tv_d_ortg,tv_d_ts,tv_d_usg,tv_dbpm,tv_dgbpm,tv_dporpag,tv_drb,tv_drtg,tv_dunk_share,tv_dunks_pg,tv_efg,tv_first_bpm,tv_ftr,tv_gap,tv_gbpm,tv_gp,tv_home_intl,tv_home_state_code,tv_ht_growth,tv_jersey,tv_mates_best_bpm,tv_mates_bpm_sum,tv_mates_drafted,tv_mid_pct,tv_mid_share,tv_min_per,tv_mp,tv_obpm,tv_ogbpm,tv_orb,tv_ortg,tv_pfr,tv_porpag,tv_pts,tv_rec_rank,tv_rim_pct,tv_rim_share,tv_role,tv_seasons,tv_slope_bpm,tv_star_mate_minshare,tv_stops,tv_team_adjde,tv_team_adjoe,tv_team_barthag,tv_team_losses,tv_team_ncsos,tv_team_rank,tv_team_sos,tv_team_wins,tv_three_share,tv_to_pct,tv_ts,tv_usg,tv_yr,txt_athlete,txt_athlete_per1k,txt_breakout,txt_breakout_per1k,txt_character,txt_character_per1k,txt_defender,txt_defender_per1k,txt_exists,txt_hype,txt_hype_per1k,txt_injury,txt_injury_per1k,txt_left,txt_left_per1k,txt_national,txt_national_per1k,txt_nba_family,txt_nba_family_per1k,txt_negative,txt_negative_per1k,txt_playmaker,txt_playmaker_per1k,txt_positive,txt_positive_per1k,txt_prep,txt_prep_per1k,txt_pro_family,txt_pro_family_per1k,txt_projected_pick,txt_refs,txt_sections,txt_shooter,txt_shooter_per1k,txt_size,txt_size_bytes,txt_size_per1k,txt_tone,txt_transfer,txt_transfer_per1k,txt_words,wp_created_days_before,wp_editors_90d,wp_editors_pre,wp_exists,wp_revs_365d,wp_revs_90d,wp_revs_pre,wp_size_pre
P5f230da818,0.0,0,0.0,0.0,0.0,0,1.0,1.0,9,3,1,0,0.333,1.994,3,,,,,,,,,,,,,,,,,,,-0.005,-0.424,-0.014,-0.191,-0.068,0.1,-1.107,-0.44,0.103,33.0,0,34.3,18.577,10.8,4,1,3.57,3.763,3,,,0,1,0,1,0.515,125.313,99.2012,23.76,9.7,0.92728148,9,4.67033,0,3,-6.294,3.668,-1.0,-1.796,-4.4,-5.3,0.7,-5.9,-5.27,-1.0,1.0149,0.619648,3.63066,15.5,105.976,0.238,1.242,52.6,0.615445,38.1,0,5.48069,33.0,0,10,0,5.0,5.48,28.12,0,0.3827,0.367,85.5,34.3333,3.65543,4.86104,5.9,113.0,1.9,4.45327,17.697,76.8,0.7243,0.42,5,4,1.443,0.691,197.517,99.86090658764986,115.96746820521182,0.8480787688631114,16,0.5853054857456002,41.0,0.731145996230688,17,0.213,11.5,56.07,24.8,4,2,4.831,3,7.246,0,0.0,0,0.0,1,2,4.831,2,4.831,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,14.493,0,0.0,0,0.0,,10,4,0,0.0,0,6791,0.0,0.667,0,0.0,414,66,3,3,1,10,10,10,6791
P74d19df6a2,0.0,0,0.0,0.0,0.0,0,1.0,1.0,7,3,1,0,0.222,2.122,9,29.0,13.0,3.0,18.9,1.0,82,5,0,6,6,0,53.0,25,17.28,1,0.7261,66.0,2,0.329,0.488,-0.164,0.05,0.024,5.5,-2.813,-0.783,0.228,34.0,0,28.1,16.142,5.5,2,1,5.5,-2.813,1,,,0,1,0,1,0.529,119.868,96.1409,19.89,9.8,0.64103569,7,5.90648,0,3,-12.948,0.775,1.7,-0.577,-13.3,-7.2,12.3,-13.7,-10.34,0.2,3.09651,2.08209,3.20564,17.2,100.983,0.264,1.088,56.0,6.48377,51.9,0,5.31463,34.0,0,32,0,31.0,8.68,32.47,1,0.3457,0.284,68.6,28.0588,2.80997,3.23254,9.7,112.0,4.4,3.05574,12.5588,96.2,0.6736,0.505,7,2,-0.577,0.719,191.596,100.88989533995979,116.2609468607468,0.8362772077122117,16,0.44164528909626655,43.0,0.6709774720481375,18,0.211,20.9,60.09,22.3,2,0,0.0,0,0.0,1,1.848,1,1.848,1,9,16.636,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,7.394,1,3.697,0,0.0,,8,6,0,0.0,0,6595,0.0,0.571,0,0.0,541,602,2,24,1,29,6,61,6595
Pa76a1ce248,0.0,0,0.0,0.0,0.0,0,1.0,1.0,6,2,1,0,0.0,-0.085,4,,,,,,,,,,,,,,,,,,,-0.214,0.022,-0.022,0.02,0.073,-2.7,3.652,1.2,-0.176,35.0,1,35.3,16.725,7.2,4,1,2.57,2.448,3,0.0,-0.037,1,1,0,2,0.559,137.605,94.804,21.99,32.0,5.1666663,6,9.69761,1,3,7.679,-4.937,3.1,2.543,-1.3,-1.0,-7.3,2.1,-0.54,3.9,1.69135,2.33039,4.21557,11.3,101.974,0.016,0.057,52.3,5.1189,23.9,0,9.40779,35.0,0,22,1,11.0,7.41,31.95,0,0.4227,0.417,86.8,35.3429,8.00625,7.07741,3.7,124.2,1.6,6.00193,16.4286,83.6,0.625,0.275,2,4,1.225,0.817,225.734,97.23735383203206,120.6040755169067,0.9224863566581605,11,0.5284042845483709,18.0,0.7539643397992015,24,0.308,8.1,55.53,23.8,4,0,0.0,0,0.0,0,0.0,5,4.673,1,4,3.738,0,0.0,0,0.0,0,0.0,0,0.0,1,0.935,15,14.019,15,14.019,0,0.0,0,0.0,,11,10,4,3.738,0,12605,0.0,0.737,0,0.0,1070,742,10,36,1,40,17,93,12605
Pea59b43adb,0.0,0,0.0,0.0,0.0,0,1.0,1.0,3,1,1,0,0.467,8.311,15,22.0,16.0,1.0,5.8,1.0,80,4,0,6,6,0,16.0,20,5.32,1,0.7993,32.0,3,0.039,0.156,0.017,0.051,-0.033,3.3,1.11,-0.409,0.448,36.0,1,26.4,15.136,7.4,3,1,3.7,1.505,2,,,0,1,1,4,0.75,122.447,87.7658,22.29,4.8,0.58977198,3,8.02623,1,3,5.943,-3.994,0.8,3.482,1.7,2.9,7.8,0.3,1.09,1.7,4.11609,3.29369,3.8166,18.5,92.6266,0.372,0.778,54.7,2.49548,33.8,0,7.58298,36.0,0,46,0,1.0,10.48,50.95,0,0.3558,0.347,65.4,26.4444,3.91014,4.28929,7.3,115.9,3.4,3.1473,11.1111,96.6,0.7209,0.287,6,3,2.765,0.715,198.996,89.99845099593495,117.33497563821413,0.9547939609508025,9,0.6664658292549277,4.0,0.7572393729908358,27,0.367,12.2,57.64,19.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4,4,1,4,4,4,3157
P22340c4458,0.922,0,0.0081,0.02,0.0089,0,1.01,0.942,2,1,1,0,0.0,1.759,2,,,,,,,,,,,,,,,,,,,-0.138,0.021,-0.143,-0.087,-0.066,5.5,1.385,1.332,0.085,35.0,1,32.7,14.752,13.3,4,1,4.32,2.53,3,,,0,1,1,1,0.857,124.3,89.5811,22.36,17.9,1.54408363,2,8.52023,1,2,4.039,-5.193,1.5,1.741,-13.9,-3.5,12.8,-2.8,-13.31,3.9,3.7068,3.60497,4.55664,16.9,91.236,0.097,0.2,54.6,4.09038,31.3,0,7.99692,35.0,0,13,0,3.0,8.1,31.46,2,0.4215,0.346,81.6,32.6571,4.81343,4.39195,6.0,117.6,3.2,4.13715,13.4286,78.4,0.5269,0.266,4,4,1.276,0.884,237.84,95.0799295242765,120.87196873908974,0.9404846299736808,5,0.5429294365818232,11.0,0.6104133397523785,30,0.389,17.3,58.28,21.6,4,1,3.205,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,1,3.205,0,0.0,0,0.0,4,12.821,0,0.0,1,6.41,,9,5,1,3.205,0,5465,0.0,0.571,0,0.0,312,4,2,2,1,5,5,5,5465
Pa4877bedac,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,1.098,0.288,0.075,0.038,-0.001,6.87,4.233,-0.23,0.735,65.0,0,18.62,15.754,15.92,6,0,2.226,1.728,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,2,1.412,1,0.706,1,0.706,1,2,1.412,0,0.0,0,0.0,32,22.599,0,0.0,0,0.0,2,1.412,12,8.475,0,0.0,1,0.706,,45,12,2,1.412,0,21045,0.0,0.8,0,0.0,1416,2084,8,119,1,53,29,475,21045
P3e5c820c70,0.0,0,0.0,0.0,0.0,0,1.0,1.0,9,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,2,12.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,2,3,0,0.0,0,2524,0.0,0.0,0,0.0,163,506,1,9,1,9,1,14,2524
P7697c4ecb8,0.741,0,0.0,0.01,0.0008,0,0.989,0.994,12,4,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.75,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,-1,4.0,6.89,18.18,0,,,,,,,,,,,,,,,,,,0.781,,97.85379085808351,111.82740475059197,0.822743334890868,8,0.5429803276735253,50.0,0.5856841516448718,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pba3a4faeb9,0.828,0,0.0,0.02,0.0024,0,1.0,0.988,3,1,1,1,0.333,9.21,9,30.0,19.0,26.0,11.6,1.0,75,1,0,6,6,0,31.0,27,10.61,1,0.7067,50.0,4,-0.613,-0.086,0.044,0.112,0.104,-4.0,3.178,1.988,0.79,38.0,1,32.8,18.439,-0.4,3,1,-0.2,1.954,3,,,0,1,1,0,0.949,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,-1,5.0,9.49,51.99,2,,,,,,,,,,,,,,,,,,0.705,,87.2474019204823,118.50106696018418,0.9712794989618826,2,0.5513223237507635,1.0,0.5771943568448683,37,,,,,,0,0.0,1,0.446,4,1.786,21,9.375,1,24,10.714,4,1.786,0,0.0,3,1.339,0,0.0,1,0.446,27,12.054,20,8.929,1,2.679,0,0.0,,45,10,34,15.179,0,25674,0.0,0.792,1,0.446,2240,797,12,32,1,43,19,92,25674
P27a35575e9,0.0,0,0.0,0.0,0.0,0,1.0,1.0,6,2,1,0,0.25,3.032,4,,,,,,,,,,,,,,,,,,,0.948,0.01,-0.036,0.014,0.017,6.5,1.32,-0.23,0.326,33.0,1,35.3,15.195,14.6,4,1,4.51,1.429,3,,,0,1,0,0,0.344,120.443,93.0097,22.03,14.4,1.19401082,6,7.13052,1,3,1.565,-2.959,6.3,1.312,-1.4,-8.5,16.2,-1.6,-1.89,2.9,2.7607,2.71336,4.48881,13.1,99.4324,0.124,0.273,53.9,-1.2471,29.0,0,7.47945,33.0,0,30,0,5.0,8.34,23.42,1,0.3333,0.22,87.9,35.303,4.36982,4.76609,2.9,113.8,1.8,3.98478,14.8788,77.6,0.618,0.241,4,4,2.404,0.795,203.014,94.10011075851482,111.40110871730795,0.8744562156826663,12,0.4608860356786088,33.0,0.7006130310634658,21,0.539,16.6,58.0,21.3,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pfde95d41d3,0.0,0,0.0,0.0,0.0,0,1.0,1.0,7,3,1,0,0.5,5.248,2,,,,,,,,,,,,,,,,,,,-0.599,-1.656,0.003,0.047,0.167,4.1,3.392,-2.506,-0.086,35.0,1,31.5,15.086,16.1,4,1,5.41,1.44,3,,,0,1,1,1,0.543,119.69,92.842,21.94,8.5,0.93334377,7,7.67385,0,3,11.975,6.927,-1.6,-1.952,1.7,6.3,20.7,5.2,4.81,3.4,4.85676,3.24475,4.0189,16.6,98.2551,0.373,0.829,48.0,0.832891,39.2,0,7.01744,35.0,0,43,3,3.0,5.91,24.34,0,0.3304,0.314,78.4,31.4571,2.81708,3.77269,5.9,109.9,2.9,3.46955,13.2286,27.4,0.6627,0.232,7,4,2.45,0.789,223.462,94.74867877957759,113.10132240412705,0.8845402487448464,16,0.6501543468995414,29.0,0.7469866176680862,19,0.454,11.2,54.66,21.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,5,9,1,29,14,29,3713
P4396f0664b,0.767,0,0.0,0.01,0.0016,0,0.989,0.988,7,3,1,0,0.4,7.675,15,18.0,16.0,-2.0,1.0,1.0,80,4,0,6,6,0,3.0,14,0.94,1,0.8333,19.0,4,0.771,-0.112,-0.043,,0.023,5.2,-0.067,-0.651,-0.376,39.0,0,23.3,18.232,16.0,4,1,5.13,3.919,3,1.0,8.063,1,1,1,0,0.825,127.401,91.2566,22.91,10.9,0.85941498,7,7.23751,1,3,-4.067,-1.717,4.6,0.14,-4.2,-10.0,11.0,-5.0,-3.46,0.2,3.75404,3.24132,3.08642,16.7,98.2231,0.336,1.211,57.2,1.17421,47.2,0,6.15682,38.0,0,33,1,4.0,9.71,59.53,2,0.4126,0.495,56.2,23.2564,3.48347,2.9155,8.5,118.2,5.4,3.17253,11.8205,97.0,0.726,0.505,8,4,2.234,0.802,175.016,92.42588932535739,121.6386285000745,0.9592402229749796,7,0.5706684501865951,2.0,0.7427423465568473,33,0.0,18.3,61.82,21.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,5,5,1,10,10,10,3049
P2a1ab2724b,0.0,0,0.0,0.0,0.0,0,1.0,1.0,1,1,1,0,,,0,65.0,48.0,-17.0,13.7,1.0,74,2,0,6,6,0,40.0,64,12.48,1,0.3647,88.0,2,-1.605,-0.437,-0.012,0.067,0.036,5.1,-0.385,0.318,0.474,34.0,0,30.0,11.76,5.1,2,1,5.1,-0.385,1,0.0,-5.245,1,1,1,3,0.0,110.4,90.5648,24.43,17.8,1.55382354,1,7.71621,1,3,0.854,-1.398,-7.6,1.802,1.4,5.0,8.0,3.2,2.25,-1.5,4.77917,4.51596,4.08349,13.7,95.0827,0.047,0.118,52.1,5.91378,49.2,0,6.31207,34.0,0,33,0,5.0,7.75,38.94,1,0.3947,0.322,68.9,30.0,2.93704,1.79611,1.5,108.5,3.3,2.35352,9.7647,,0.5294,0.36,3,2,1.802,0.77,213.348,96.45481342576505,118.3600879106052,0.9132163557961929,5,0.5884805539060014,24.0,0.6666570702988132,32,0.318,20.7,57.03,18.4,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pa0580e3001,0.0,0,0.0,0.0,0.0,0,1.0,1.0,7,3,1,0,0.2,5.342,5,24.0,13.0,-4.0,7.9,1.0,78,2,0,6,6,0,19.0,20,7.24,1,0.7683,32.0,4,-0.084,-0.178,-0.021,-0.044,0.09,5.2,2.117,0.855,0.116,27.0,1,32.0,16.088,12.0,4,1,3.46,0.401,3,,,0,1,0,1,0.618,112.91,92.3539,22.97,7.7,0.55996541,7,3.32035,0,3,-3.711,-3.562,0.8,-2.458,-3.4,0.3,-1.7,-11.5,-2.36,5.0,1.34079,1.70705,4.11416,13.2,96.9727,0.29,0.667,54.2,0.23983,17.3,0,5.04692,27.0,0,5,0,23.0,7.27,15.72,1,0.4,0.221,62.5,31.963,1.97956,3.33988,3.5,107.0,2.4,2.7604,14.3333,96.0,0.6812,0.218,4,4,1.274,0.733,144.179,93.45004161724127,104.17733433854599,0.7772440238662933,13,0.5199348558168296,67.0,0.627002000832119,21,0.562,16.1,56.23,21.6,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pc5ec91aab0,0.767,0,0.0,0.02,0.0016,0,0.978,0.994,1,1,0,0,,,0,,,,,,,,,,,,,,,,,,,0.052,-0.233,-0.015,0.011,-0.12,-2.2,1.116,-1.02,-0.506,31.0,1,23.6,18.0,-2.2,2,1,-2.2,1.116,1,,,0,1,1,5,0.846,122.144,88.1738,24.44,3.1,0.40627725,1,7.16305,0,3,-8.986,-0.71,0.1,-3.073,-1.2,-19.7,-18.3,-8.4,-3.45,1.4,4.63383,3.28183,3.3988,19.6,91.5365,0.458,1.733,58.9,10.2361,32.0,0,6.92045,30.0,0,0,0,25.0,11.85,35.33,3,0.425,0.154,46.5,23.5484,2.52922,3.63862,9.3,115.5,4.7,2.80546,11.8065,,0.7034,0.456,7,2,-3.073,0.799,162.31,94.82031281156854,118.49136249834534,0.9284319756178572,6,0.5222830977865007,15.0,0.6615455515081436,33,0.39,11.3,58.98,21.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pe204bd6fa0,0.0,0,0.0,0.0,0.0,0,1.0,1.0,9,3,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0.576,127.842,104.898,22.8,15.1,0.62499006,9,5.62158,,2,,,,,,,,,,,2.97067,0.979762,2.88889,21.0,103.653,0.117,0.875,64.9,,47.0,0,5.83963,32.0,0,47,,24.0,0.72,-13.74,0,0.5294,0.383,83.6,34.2647,2.65091,4.85986,10.1,117.6,3.6,4.64786,20.4118,,0.7125,0.6,7,1,,0.895,239.04,110.82955440056348,109.47028039753309,0.4645808469983995,12,0.4677571637113154,182.0,0.3812090223063106,22,0.018,22.5,68.87,29.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,5,8,1,20,8,20,2724
Pd13759b893,0.0,0,0.0,0.0,0.0,0,1.0,1.0,10,4,1,0,1.0,21.219,1,,,,,,,,,,,,,,,,,,,-1.207,-0.08,0.033,-0.032,0.006,12.7,-4.662,-0.991,-0.3,32.0,0,31.1,19.794,12.7,2,1,12.7,-4.662,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,14,74,1,78,24,159,10272
Pd9320fa884,0.0,0,0.0,0.0,0.0,0,1.0,1.0,12,4,0,0,,,,,,,,,,,,,,,,,,,,,,0.981,-0.018,-0.029,-0.034,-0.016,0.17,-0.867,-0.239,-0.283,50.0,0,25.08,20.216,18.75,13,0,1.118,0.818,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3571,11,257,1,112,16,720,28987
P00fdb72e43,0.0,0,0.0,0.0,0.0,0,1.0,1.0,8,3,1,0,0.5,18.813,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0.571,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,34.0,3.73,2.33,0,,,,,,,,,,,,,,,,,,0.781,,104.72110122572785,107.86865948196257,0.5843260462523833,15,0.5067678427806056,127.0,0.5557222230510142,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P4d32b8b12e,0.0,0,0.0,0.0,0.0,0,1.0,1.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799,4,25,1,31,7,55,4275
P420fe29f13,0.0,0,0.0,0.0,0.0,0,1.0,1.0,10,4,1,0,0.0,0.381,4,17.0,13.0,0.0,3.3,1.0,76,2,0,6,6,0,8.0,15,2.99,1,0.8521,21.0,2,0.808,-0.124,0.033,0.023,-0.024,2.1,4.093,1.161,-0.052,31.0,1,32.9,18.821,2.1,2,1,2.1,4.093,1,,,,,,,,118.991,111.555,20.71,10.7,0.84373935,10,0.187919,0,3,6.235,6.541,5.2,-1.098,1.4,-7.0,5.8,-5.2,0.21,6.7,-2.85597,-2.1243,2.08006,12.8,116.158,0.08,0.194,52.0,1.28557,30.0,0,1.76344,31.0,0,9,0,2.0,1.31,1.25,0,0.4382,0.418,82.2,32.871,3.04389,3.88774,3.4,107.5,1.9,3.55875,17.1935,97.0,0.63,0.235,4,2,-1.098,0.693,160.409,110.41672166929044,109.03374761944801,0.4638264050516008,21,0.5793275247883858,183.0,0.7031674582192786,10,0.347,14.2,55.03,24.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4,4,1,4,4,4,3755
P6358a22feb,0.0,0,0.0,0.0,0.0,0,1.0,1.0,10,4,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.889,1,1,0,0,0.667,113.578,94.7992,23.69,12.0,1.06153077,10,4.1924,1,2,14.831,-13.017,5.1,4.75,4.1,1.0,26.7,6.8,4.48,4.7,1.15874,1.76055,4.41997,10.5,96.2264,0.0,0.0,53.0,-1.56855,16.3,0,4.74792,36.0,0,9,0,12.0,7.72,12.01,0,0.375,0.229,91.0,36.5278,3.03366,2.98737,1.5,110.3,1.9,3.25717,15.0556,,0.5652,0.051,4,5,1.076,0.731,219.114,92.9561027258119,104.5640497034986,0.794657675287608,12,0.4085170425347562,60.0,0.5817184948253833,24,0.721,14.8,55.29,20.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pcac223d7f8,0.0,0,0.0,0.0,0.0,0,1.0,1.0,4,2,,0,,,,45.0,30.0,1.0,13.0,1.0,72,1,0,6,6,0,37.0,44,11.88,1,0.565,67.0,4,,,,,,,,,,,,,,,,,,,,0.0,-1.088,2,1,1,3,0.684,138.857,97.2701,22.22,27.3,2.86371498,4,10.0129,1,3,23.715,2.908,2.8,3.761,7.8,7.2,8.9,17.1,8.44,2.1,1.46477,1.83344,3.89053,16.1,103.028,0.0,0.0,56.1,4.7291,43.4,0,9.47171,38.0,0,22,0,10.0,8.33,36.38,2,0.3711,0.248,86.2,34.8158,8.54813,7.63828,1.7,125.8,2.0,6.10894,15.5,91.0,0.5968,0.159,2,4,1.768,0.876,223.008,98.56837870572843,123.99505470531166,0.9333390074336589,12,0.5332380838491562,13.0,0.7225921344113478,26,0.593,13.2,62.3,23.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P5fd682a91b,0.0,0,0.0,0.0,0.0,0,1.0,1.0,11,4,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0.379,122.153,96.3184,23.57,11.6,0.88675494,11,5.62461,1,2,-0.245,-10.469,-7.5,1.089,-0.9,-16.5,46.8,-7.7,-2.73,2.0,1.5305,1.92707,4.24597,14.3,96.6517,0.037,0.074,51.7,1.87513,28.3,0,7.49822,27.0,1,,1,3.0,5.03,8.91,0,0.4121,0.367,72.6,36.5556,4.09411,5.57115,4.1,109.2,2.4,4.35875,20.4444,,0.5732,0.183,4,3,1.875,0.817,207.987,101.11596037897581,109.08243948095443,0.7051852460235902,12,0.4262175814155538,84.0,0.5292442338782277,24,0.45,11.7,54.19,27.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,2,1,14,14,14,2852
Pba3d18fabf,0.0,0,0.0,0.0,0.0,0,1.0,1.0,10,4,0,0,0.125,-0.082,8,,,,,,,,,,,,,,,,,,,0.254,-0.394,-0.032,,0.085,2.0,-0.096,-0.53,-0.475,33.0,0,20.8,13.5,6.1,4,1,1.84,2.264,3,0.0,-0.838,2,1,1,2,0.735,119.026,86.6618,24.7,6.4,0.63161094,10,6.82947,0,3,6.939,-0.564,1.6,0.141,-3.2,-21.6,34.9,0.0,-1.68,-0.5,4.39187,2.83331,3.08772,18.2,93.5739,0.129,0.394,53.1,8.13688,38.8,0,5.1485,33.0,1,,0,12.0,12.12,49.9,2,0.3855,0.417,50.1,20.7879,2.43761,2.31519,13.7,113.3,4.8,2.23612,7.8485,,0.6293,0.583,8,4,-0.28,0.801,143.34,92.35874003387272,118.21873150581033,0.9447392756592212,9,0.6164169416843654,8.0,0.7484292580792296,25,0.0,16.1,55.79,20.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P2cac6d11e4,0.0,0,0.0,0.0,0.0,0,1.0,1.0,10,4,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0.562,114.773,97.0851,23.64,27.4,1.54347826,10,4.70467,1,2,17.294,-4.181,2.1,5.143,4.1,-3.1,11.2,15.5,4.6,0.6,2.91445,2.16237,3.72473,17.1,96.449,0.106,0.4,50.3,-0.0889271,35.0,0,4.77575,30.0,0,13,0,35.0,3.65,1.92,0,0.3986,0.384,82.0,32.625,1.79022,2.61337,2.2,102.5,3.1,3.07278,15.2812,,0.5752,0.315,3,4,1.043,0.804,209.865,101.84443843679261,108.15281550141239,0.6662192478316219,14,0.3648539258513761,97.0,0.476979739712326,18,0.301,18.6,54.78,28.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P7dfb5a7395,0.0,0,0.0,0.0,0.0,0,1.0,1.0,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,-0.23,0.297,0.106,0.21,0.05,1.5,0.737,-1.986,-0.302,33.0,1,32.9,18.164,10.6,4,1,3.42,1.444,3,,,0,1,0,0,0.455,112.473,105.992,23.38,14.6,1.10605001,2,2.41354,1,2,11.615,-1.013,-4.1,2.208,14.0,1.5,8.9,16.2,12.72,-4.0,1.28472,0.440557,2.70349,16.5,104.468,0.277,1.129,58.0,-2.79761,42.9,0,3.11358,31.0,0,42,1,1.0,0.51,-20.97,0,0.4586,0.44,81.8,32.9091,1.12882,2.67302,3.1,110.5,3.2,2.80369,16.6364,,0.7154,0.364,4,4,1.457,0.74,204.745,109.5632488743898,102.56789159225607,0.31892071221553636,18,0.3846998807666673,241.0,0.38231360562451383,15,0.196,14.8,59.93,23.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
